!!SBtab TableType='Proteomaps' Organism='syn'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
slr0161	823.274	823.274024698	352361.27	1259.93156006	428.0	PilT	K02669	Bacterial motility proteins
sll1767	436.268	436.268013088	49298.284	176.274946076	113.0	Rps6	K02990	Ribosome
sll1418	508.095	508.095015243	177833.25	635.875004377	350	sll1418	K02717	Photosynthesis
slr0163	68.398	68.3980020519	27632.792	98.8060541769	404.0	PilC	K02653	Bacterial motility proteins
slr0162	67.266	67.266002018	11098.89	39.6860920403	165.0	GspF	K02653	Bacterial motility proteins
slr6014	10.129	10.1290003039	3545.15	12.6763261188	350			
sll1414	232.566	232.566006977	81398.1	291.05365388	350			
slr6012	299.85	299.850008996	104947.5	375.258800151	350			
slr0549	556.879	556.879016706	193793.89	692.945164372	348.0	Asd	K00133	Amino acid metabolism
sll1769	4722.947	4722.94714169	1653031.4	5910.71325925	350			
slr0169	61.861	61.8610018558	21651.35	77.418324616	350			
slr1216	242.758	242.758007283	84965.3	303.808823768	350			
slr0168	235.334	235.33400706	82366.9	294.517773802	350			
slr6016	12.118	12.1180003635	4241.3	15.165536569	350			
slr1409	467.02	467.020014011	163457.0	584.47011788	350			
slr6096	58.581	58.5810017574	20503.35	73.3134426267	350			
slr0165	615.289	615.289018459	139055.31	497.2174543	226.0	ClpP	K01358	Peptidases
slr1406	534.352	534.352016031	187023.2	668.735335595	350			
slr0164	169.041	169.041005071	38203.266	136.602699073	226.0	ClpP	K01358	Peptidases
slr1407	145.178	145.178004355	50812.3	181.688584587	350			
sll1762	1086.089	1086.08903258	380131.15	1359.22779722	350			
sll1213	690.429	690.429020713	241650.15	864.063892377	350	sll1213	K02377	Carbohydrate metabolism
slr6090	9.819	9.81900029457	3436.65	12.2883647113	350			
sll1214	216.831	216.831006505	75890.85	271.361483727	350	sll1214	K04035	Cofactor biosynthesis
sll1212	1689.198	1689.19805068	611489.68	2186.4921377	362.0	RfbD	K01711	Carbohydrate metabolism
slr1410	361.11	361.110010833	126388.5	451.924980231	350			
slr6095	28.961	28.9610008688	10136.35	36.2443558818	350			
slr0891	107.021	107.021003211	69456.629	248.354760819	649.0	AmiA	K01448	Chromosome-related
slr1207	136.029	136.029004081	47610.15	170.238717111	350			
slr2097	85.411	85.4110025623	29893.85	106.890876704	350			
slr2094	3417.067	3417.06710251	1178888.1	4215.32798702	345.0	GlpX	K11532	Glycolysis
slr0348	24.826	24.8260007448	8689.1	31.0694513008	350	slr0348	K03527	Cofactor biosynthesis
sll1218	436.057	436.057013082	152619.95	545.720282199	350			
slr0551	266.789	266.789008004	93376.15	333.883341782	350	slr0551	K12574	RNA degradation
slr0552	453.724	453.724013612	158803.4	567.830327962	350			
slr0369	202.945	202.945006088	71030.75	253.983315646	350			
sll1776	15.074	15.0740004522	3527.316	12.6125574207	234.0	DeoC	K01619	Pentose phosphate metabolism
sll1406	29.248	29.2480008774	10236.8	36.6035330559	350			
slr0151	443.425	443.425013303	155198.75	554.941248814	350			
sll0394	91.522	91.5220027457	32032.7	114.538722386	350			
slr0559	985.448	985.448029563	447393.39	1599.7361226	454.0	NatB	K11954	Transport
sll0395	420.676	420.67601262	147236.6	526.471138943	350			
sll0396	31.635	31.6350009491	11072.25	39.5908358938	350			
slr0557	93.017	93.0170027905	84645.47	302.665213658	910.0	ValS	K01873	tRNA loading
slr1204	26.241	26.2410007872	9184.35	32.8403074029	350			
sll1771	74.543	74.5430022363	26090.05	93.2897006491	350			
sll1770	47.492	47.4920014248	16622.2	59.435687633	350			
slr0156	30.768	30.768000923	27629.664	98.7948694462	898.0	ClpB	K03695	Chaperones and folding catalysts
slr0899	742.099	742.099022263	111314.85	398.026413683	150.0	CynS	K01725	Amino acid metabolism
sll1775	16.82	16.8200005046	5887.0	21.0500350793	350	sll1775	K17108	Lipid and steroid metabolism
slr1201	184.328	184.32800553	64514.8	230.684355892	350	slr1201	K11961	Transport
slr0898	422.485	422.485012675	212087.47	758.357174008	502.0	NirA	K00366	Amino acid metabolism
sll1201	20.157	20.1570006047	7054.95	25.2262519081	350			
slr1403	52.06	52.0600015618	18221.0	65.1524866962	350			
ssl2233	3892.007	3892.00711676	389200.7	1391.65761643	100.0	RpsT	K02968	Ribosome
sll1209	34.94	34.9400010482	23514.62	84.0807840796	673.0	LigA	K01972	DNA replication complex
slr0565	69.0	69.00000207	24150.0	86.3527003848	350			
ssl0832	187.495	187.495005625	65623.25	234.647819691	350			
slr0374	209.389	209.389006282	73286.15	262.047906969	350			
slr6037	598.528	598.528017956	209484.8	749.050855883	350			
slr0376	54.307	54.3070016292	19007.45	67.9645811565	350			
sll1435	554.765	554.765016643	274608.67	981.913051908	495.0	GatB	K02434	tRNA loading
sll1789	170.14	170.140005104	230029.28	822.511366277	1352.0	RpoC2	K03046	RNA polymerase
slr0185	295.355	295.355008861	60547.775	216.499539277	205.0	PyrE	K00762	Pyrimidine metabolism
sll1787	749.744	749.744022492	832215.84	2975.73851292	1110.0	RpoB	K03043	RNA polymerase
slr0379	23.548	23.5480007064	8241.8	29.470049111	350	slr0379	K00943	Pyrimidine metabolism
slr1428	78.069	78.0690023421	27324.15	97.7024487876	350			
slr1233	67.49	67.4900020247	39549.14	141.415115399	586.0	SdhA	K00239	TCA cycle and anaplerotic enzymes
sll1430	309.421	309.421009283	53220.412	190.299225333	172.0	Apt	K00759	Purine metabolism
sll1786	220.729	220.729006622	77255.15	276.239785554	350			
slr0186	222.441	222.441006673	121675.23	435.071829418	547.0	LeuA	K01649	Amino acid metabolism
sll1785	541.64	541.640016249	189574.0	677.856183137	350			
sll1784	138.482	138.482004154	48468.7	173.308618184	350			
slr1426	37.347	37.3470011204	8664.504	30.9815038466	232.0	RecR	K06187	Homologous recombination
sll1783	130.485	130.485003915	45669.75	163.300465358	350			
ssr3383	4927.23	4927.23014782	330124.41	1180.41963836	67.0	ApcC	K02094	Photosynthesis - antenna proteins
slr0370	197.618	197.618005929	89718.572	320.80500898	454.0	GabD	K00135	Other central metabolism enzymes
slr1238	261.813	261.813007854	83780.16	299.57114098	320.0	GshB	K01920	Cofactor biosynthesis
slr0869	7.808	7.80800023424	2732.8	9.77162151601	350			
slr6039	31.22	31.2200009366	10927.0	39.0714682031	350			
slr1434	406.146	406.146012184	194950.08	697.07933119	480.0	PntB	K00325	Cofactor biosynthesis
sll1233	20.803	20.8030006241	7281.05	26.0347134218	350			
slr0875	495.306	495.306014859	173357.1	619.869719084	350			
sll1234	2478.278	2478.27807435	1053268.1	3766.15091777	425.0	AhcY	K01251	Amino acid metabolism
sll1239	459.022	459.022013771	160657.7	574.460713566	350			
slr0574	16.943	16.9430005083	7522.692	26.8987481724	444.0	Cyp	K00517	Cofactor biosynthesis
slr0575	1073.34	1073.3400322	375669.0	1343.27257146	350			
ssl2245	726.634	726.634021799	254321.9	909.374030311	350			
sll1425	407.03	407.030012211	251137.51	897.987666933	617.0	ProS	K01881	tRNA loading
sll1799	2476.549	2476.5490743	527504.94	1886.18948387	213.0	RplC	K02906	Ribosome
slr6041	16.971	16.9710005091	5939.85	21.2390098294	350			
slr0172	732.039	732.039021961	256213.65	916.138325174	350			
slr0171	248.195	248.195007446	86868.25	310.613166261	350			
slr1220	96.466	96.466002894	33763.1	120.726081092	350			
slr0879	216.162	216.162006485	75656.7	270.52423798	350	gcvH	K02437	Other central metabolism enzymes
slr1416	83.745	83.7450025124	29310.75	104.805897011	350			
slr0877	344.985	344.98501035	166627.76	595.807744724	483.0	GatA	K02433	tRNA loading
sll1796	58.677	58.6770017603	7041.24	25.1772293192	120.0	PetJ	K08906	Photosynthesis
slr1223	112.237	112.237003367	39282.95	140.463304827	350			
slr0876	231.556	231.556006947	81044.6	289.789650584	350	slr0876	K17218	
slr6049	202.297	202.297006069	70803.95	253.172351156	350			
slr0381	280.673	280.67300842	98235.55	351.259006886	350	slr0381	K01759	Glycolysis
sll1423	323.078	323.078009692	113077.3	404.32837297	350			
slr1226	339.648	339.648010189	89667.072	320.6208614	264.0	PurC	K01923	Purine metabolism
slr1227	314.018	314.018009421	109906.3	392.989887963	350			
sll1220	67.578	67.5780020273	23652.3	84.5730838639	350	sll1220	K05586	Oxidative phosphorylation
sll1221	22.733	22.733000682	12116.689	43.3254167649	533.0	HoxF	K05587	Oxidative phosphorylation
