Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
Human Diseases	Environmental Information Processing	1.84	2.331	5.496	5.622
-Cancers	Environmental Information Processing	0.4052	0.3257	0.6649	0.6039
-Immune System Diseases	Environmental Information Processing	0.1489	0.1637	0.2221	0.2013
-Neurodegenerative Diseases	Environmental Information Processing	0.5787	0.8853	2.852	3.273
-Cardiovascular Diseases	Environmental Information Processing	0.1591	0.1336	0.7789	0.6554
-Metabolic Diseases	Environmental Information Processing	0.03054	0.03169	0.5566	0.8866
-Infectious Diseases	Environmental Information Processing	0.7068	0.8695	1.2	1.394
Not Mapped	Environmental Information Processing	5.7	6.858	10.71	10.88
-Not Mapped	Environmental Information Processing	5.7	6.858	10.71	10.88
TOTAL	-Signal Transduction	135.7	141.4	410.9	315.6
MAPPED	-Signal Transduction	105.8	108.7	339.9	262.7
Genetic Information Processing	-Signal Transduction	41.71	45.19	138.6	105.5
-Transcription	-Signal Transduction	5.476	5.806	17.15	12.94
-Translation	-Signal Transduction	14.04	18.44	38.13	30.1
-Folding, Sorting and Degradation	-Signal Transduction	13.16	13.21	60.25	46.15
-DNA Maintenance	-Signal Transduction	9.04	8.306	21.62	16.27
-RNA Family	-Signal Transduction	0	0	0	0
Environmental Information Processing	-Signal Transduction	5.574	5.712	6.297	4.76
-Signal Transduction	-Signal Transduction	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	4.574	4.712	5.297	3.76
Cellular Processes	-Signal Transduction	14.43	13.4	35.95	28.57
-Cell structure	-Signal Transduction	0	0	0	0
-Crystallins	-Signal Transduction	0	0	0	0
-Stress Response	-Signal Transduction	0	0	0	0
-Vesicular Transport	-Signal Transduction	4.901	5.208	7.592	6.17
-Cytoskeleton	-Signal Transduction	6.998	5.966	17.59	13.09
-Cell Motility	-Signal Transduction	0	0	0	0
-Cell Growth and Death	-Signal Transduction	1.336	1.185	4.062	3.069
-Cell Communication	-Signal Transduction	1.565	1.625	5.738	5.124
Metabolism	-Signal Transduction	28	28.77	103.5	91.57
-Membrane Transport	-Signal Transduction	0.4471	0.4272	0.6581	0.4784
-Central Carbon Metabolism	-Signal Transduction	5.013	6.241	23.87	23.04
-Energy Metabolism	-Signal Transduction	1.13	1.026	6.422	6.194
-Biosynthesis	-Signal Transduction	5.969	5.716	20.25	18.22
-Other Enzymes	-Signal Transduction	14.92	14.52	43.57	36.19
Organismal Systems	-Signal Transduction	7.67	10.12	20.04	15.24
-Immune System	-Signal Transduction	4.152	6.499	8.02	7.357
-Endocrine System	-Signal Transduction	1.375	0.9721	2.618	1.46
-Circulatory System	-Signal Transduction	0.1602	0.1756	0.6967	0.5869
-Digestive System	-Signal Transduction	0.806	0.8005	0.5156	0.5104
-Excretory System	-Signal Transduction	0.6532	0.6261	1.697	1.391
-Nervous System	-Signal Transduction	0.819	0.8006	2.682	1.944
-Sensory System	-Signal Transduction	0.07455	0.07368	0.07166	0.03262
-Development	-Signal Transduction	0.5973	0.5935	0.6524	0.6039
-Environmental Adaptation	-Signal Transduction	0.1139	0.1684	0.3343	0.2296
Human Diseases	-Signal Transduction	8.216	8.946	24.12	16.59
-Cancers	-Signal Transduction	1.809	1.652	3.514	2.693
-Immune System Diseases	-Signal Transduction	0.8302	0.83	1.209	0.7405
-Neurodegenerative Diseases	-Signal Transduction	2.493	3.896	11.05	9.01
-Cardiovascular Diseases	-Signal Transduction	0.6824	0.4989	2.688	1.675
-Metabolic Diseases	-Signal Transduction	0.1161	0.107	1.501	2.165
-Infectious Diseases	-Signal Transduction	3.362	3.743	6.873	5.462
Not Mapped	-Signal Transduction	29.91	32.74	71	52.88
-Not Mapped	-Signal Transduction	29.91	32.74	71	52.88
TOTAL	-Signaling Molecules and Interaction	38.29	41.19	92.25	103.2
MAPPED	-Signaling Molecules and Interaction	29.85	31.65	76.31	85.93
Genetic Information Processing	-Signaling Molecules and Interaction	12	13.05	30.49	33.84
-Transcription	-Signaling Molecules and Interaction	1.516	1.66	3.824	3.996
-Translation	-Signaling Molecules and Interaction	4.232	5.548	8.553	9.506
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	4.026	3.755	13.9	15.33
-DNA Maintenance	-Signaling Molecules and Interaction	2.227	2.236	4.409	5.013
-RNA Family	-Signaling Molecules and Interaction	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.611	1.55	1.589	1.702
-Signal Transduction	-Signaling Molecules and Interaction	0.6107	0.5503	0.5893	0.7025
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	4.22	4.229	8.431	8.558
-Cell structure	-Signaling Molecules and Interaction	0	0	0	0
-Crystallins	-Signaling Molecules and Interaction	0	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0	0	0	0
-Vesicular Transport	-Signaling Molecules and Interaction	1.492	1.735	1.767	2.105
-Cytoskeleton	-Signaling Molecules and Interaction	1.896	1.692	4.96	4.579
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.4393	0.4108	1.135	1.261
-Cell Communication	-Signaling Molecules and Interaction	0.4517	0.411	1.339	1.501
Metabolism	-Signaling Molecules and Interaction	7.603	7.794	23.39	27.84
-Membrane Transport	-Signaling Molecules and Interaction	0.1922	0.1843	0.2083	0.1682
-Central Carbon Metabolism	-Signaling Molecules and Interaction	0.9819	1.372	5.715	6.866
-Energy Metabolism	-Signaling Molecules and Interaction	0.2807	0.2895	1.689	2.235
-Biosynthesis	-Signaling Molecules and Interaction	1.987	2.114	6.182	7.051
-Other Enzymes	-Signaling Molecules and Interaction	4.772	4.509	12.76	15.25
Organismal Systems	-Signaling Molecules and Interaction	2.387	2.795	4.151	4.47
-Immune System	-Signaling Molecules and Interaction	1.34	1.851	1.947	2.29
-Endocrine System	-Signaling Molecules and Interaction	0.3108	0.3001	0.7583	0.6975
-Circulatory System	-Signaling Molecules and Interaction	0.07188	0.06681	0.3096	0.3135
-Digestive System	-Signaling Molecules and Interaction	0.1974	0.1966	0.2728	0.3184
-Excretory System	-Signaling Molecules and Interaction	0.2027	0.2066	0.4825	0.4753
-Nervous System	-Signaling Molecules and Interaction	0.2557	0.2716	0.7248	0.7553
-Sensory System	-Signaling Molecules and Interaction	0.03225	0.02909	0.03367	0.01824
-Development	-Signaling Molecules and Interaction	0.2131	0.2286	0.2469	0.2391
-Environmental Adaptation	-Signaling Molecules and Interaction	0.07573	0.1107	0.2762	0.234
Human Diseases	-Signaling Molecules and Interaction	2.755	3.312	8.515	9.13
-Cancers	-Signaling Molecules and Interaction	0.5182	0.4363	0.804	0.8176
-Immune System Diseases	-Signaling Molecules and Interaction	0.2198	0.2249	0.344	0.3305
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	0.9731	1.432	5.235	5.548
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0.2697	0.226	1.263	1.142
-Metabolic Diseases	-Signaling Molecules and Interaction	0.04143	0.04503	0.8846	1.501
-Infectious Diseases	-Signaling Molecules and Interaction	1.039	1.258	1.883	2.289
Not Mapped	-Signaling Molecules and Interaction	8.439	9.534	15.94	17.3
-Not Mapped	-Signaling Molecules and Interaction	8.439	9.534	15.94	17.3
TOTAL	Cellular Processes	10.17	11.23	11.43	12.43
MAPPED	Cellular Processes	7.931	8.632	9.455	10.34
Genetic Information Processing	Cellular Processes	3.209	3.589	3.855	4.128
-Transcription	Cellular Processes	0.4202	0.4444	0.49	0.4979
-Translation	Cellular Processes	1.087	1.464	1.061	1.146
-Folding, Sorting and Degradation	Cellular Processes	1.052	1.011	1.676	1.797
-DNA Maintenance	Cellular Processes	0.6539	0.6307	0.587	0.6306
-RNA Family	Cellular Processes	0	0	0	0
Environmental Information Processing	Cellular Processes	0.4793	0.4696	0.231	0.2485
-Signal Transduction	Cellular Processes	0.1466	0.1424	0.08145	0.09705
-Signaling Molecules and Interaction	Cellular Processes	0.3858	0.395	0.1531	0.151
Cellular Processes	Cellular Processes	1	1	1	1
-Cell structure	Cellular Processes	0	0	0	0
-Crystallins	Cellular Processes	0	0	0	0
-Stress Response	Cellular Processes	0	0	0	0
-Vesicular Transport	Cellular Processes	0.3565	0.4226	0.2169	0.2526
-Cytoskeleton	Cellular Processes	0.4855	0.4441	0.5883	0.5351
-Cell Motility	Cellular Processes	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.1185	0.1142	0.1525	0.1656
-Cell Communication	Cellular Processes	0.1184	0.1053	0.1918	0.2078
Metabolism	Cellular Processes	2.075	2.304	2.999	3.661
-Membrane Transport	Cellular Processes	0.05006	0.0482	0.0282	0.0224
-Central Carbon Metabolism	Cellular Processes	0.3032	0.4004	0.8165	1.037
-Energy Metabolism	Cellular Processes	0.07959	0.08904	0.2225	0.2811
-Biosynthesis	Cellular Processes	0.5065	0.5832	0.6851	0.7631
-Other Enzymes	Cellular Processes	1.141	1.188	1.558	1.835
Organismal Systems	Cellular Processes	0.7012	0.7792	0.5592	0.5794
-Immune System	Cellular Processes	0.3897	0.4908	0.239	0.2748
-Endocrine System	Cellular Processes	0.08968	0.09033	0.1009	0.08707
-Circulatory System	Cellular Processes	0.01887	0.02098	0.03806	0.03761
-Digestive System	Cellular Processes	0.05906	0.0517	0.03235	0.03721
-Excretory System	Cellular Processes	0.07222	0.06076	0.06893	0.06358
-Nervous System	Cellular Processes	0.07482	0.07595	0.1068	0.1018
-Sensory System	Cellular Processes	0.008872	0.008136	0.004501	0.0023
-Development	Cellular Processes	0.0633	0.05261	0.02813	0.02357
-Environmental Adaptation	Cellular Processes	0.02069	0.03044	0.03946	0.03534
Human Diseases	Cellular Processes	0.7747	0.8958	1.01	1.075
-Cancers	Cellular Processes	0.1462	0.1274	0.1003	0.114
-Immune System Diseases	Cellular Processes	0.05511	0.05882	0.04351	0.04455
-Neurodegenerative Diseases	Cellular Processes	0.2891	0.3923	0.6266	0.6658
-Cardiovascular Diseases	Cellular Processes	0.07246	0.06116	0.1716	0.1525
-Metabolic Diseases	Cellular Processes	0.01289	0.01228	0.08538	0.141
-Infectious Diseases	Cellular Processes	0.3158	0.3589	0.2691	0.2964
Not Mapped	Cellular Processes	2.242	2.6	1.975	2.082
-Not Mapped	Cellular Processes	2.242	2.6	1.975	2.082
TOTAL	-Cell structure	Inf	Inf	Inf	Inf
MAPPED	-Cell structure	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell structure	Inf	Inf	Inf	Inf
-Transcription	-Cell structure	Inf	Inf	Inf	Inf
-Translation	-Cell structure	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell structure	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell structure	Inf	Inf	Inf	Inf
-RNA Family	-Cell structure	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell structure	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell structure	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell structure	Inf	Inf	Inf	Inf
Cellular Processes	-Cell structure	Inf	Inf	Inf	Inf
-Cell structure	-Cell structure	NaN	NaN	NaN	NaN
-Crystallins	-Cell structure	NaN	NaN	NaN	NaN
-Stress Response	-Cell structure	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell structure	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell structure	Inf	Inf	Inf	Inf
-Cell Motility	-Cell structure	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell structure	Inf	Inf	Inf	Inf
-Cell Communication	-Cell structure	Inf	Inf	Inf	Inf
Metabolism	-Cell structure	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell structure	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell structure	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell structure	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell structure	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell structure	Inf	Inf	Inf	Inf
Organismal Systems	-Cell structure	Inf	Inf	Inf	Inf
-Immune System	-Cell structure	Inf	Inf	Inf	Inf
-Endocrine System	-Cell structure	Inf	Inf	Inf	Inf
-Circulatory System	-Cell structure	Inf	Inf	Inf	Inf
-Digestive System	-Cell structure	Inf	Inf	Inf	Inf
-Excretory System	-Cell structure	Inf	Inf	Inf	Inf
-Nervous System	-Cell structure	Inf	Inf	Inf	Inf
-Sensory System	-Cell structure	NaN	NaN	NaN	NaN
-Development	-Cell structure	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell structure	Inf	Inf	Inf	Inf
Human Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Cancers	-Cell structure	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell structure	NaN	NaN	NaN	NaN
-Infectious Diseases	-Cell structure	Inf	Inf	Inf	Inf
Not Mapped	-Cell structure	Inf	Inf	Inf	Inf
-Not Mapped	-Cell structure	Inf	Inf	Inf	Inf
TOTAL	-Crystallins	Inf	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf	Inf
-RNA Family	-Crystallins	NaN	NaN	NaN	NaN
Environmental Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf	Inf
-Cell structure	-Crystallins	NaN	NaN	NaN	NaN
-Crystallins	-Crystallins	NaN	NaN	NaN	NaN
-Stress Response	-Crystallins	NaN	NaN	NaN	NaN
-Vesicular Transport	-Crystallins	Inf	Inf	Inf	Inf
-Cytoskeleton	-Crystallins	Inf	Inf	Inf	Inf
-Cell Motility	-Crystallins	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf	Inf
-Cell Communication	-Crystallins	Inf	Inf	Inf	Inf
Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf	Inf
Organismal Systems	-Crystallins	Inf	Inf	Inf	Inf
-Immune System	-Crystallins	Inf	Inf	Inf	Inf
-Endocrine System	-Crystallins	Inf	Inf	Inf	Inf
-Circulatory System	-Crystallins	Inf	Inf	Inf	Inf
-Digestive System	-Crystallins	Inf	Inf	Inf	Inf
-Excretory System	-Crystallins	Inf	Inf	Inf	Inf
-Nervous System	-Crystallins	Inf	Inf	Inf	Inf
-Sensory System	-Crystallins	NaN	NaN	NaN	NaN
-Development	-Crystallins	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Crystallins	Inf	Inf	Inf	Inf
Human Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cancers	-Crystallins	Inf	Inf	Inf	Inf
-Immune System Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Crystallins	NaN	NaN	NaN	NaN
-Infectious Diseases	-Crystallins	Inf	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
TOTAL	-Stress Response	Inf	Inf	Inf	Inf
MAPPED	-Stress Response	Inf	Inf	Inf	Inf
Genetic Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Transcription	-Stress Response	Inf	Inf	Inf	Inf
-Translation	-Stress Response	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Stress Response	Inf	Inf	Inf	Inf
-DNA Maintenance	-Stress Response	Inf	Inf	Inf	Inf
-RNA Family	-Stress Response	NaN	NaN	NaN	NaN
Environmental Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Signal Transduction	-Stress Response	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Stress Response	Inf	Inf	Inf	Inf
Cellular Processes	-Stress Response	Inf	Inf	Inf	Inf
-Cell structure	-Stress Response	NaN	NaN	NaN	NaN
-Crystallins	-Stress Response	NaN	NaN	NaN	NaN
-Stress Response	-Stress Response	NaN	NaN	NaN	NaN
-Vesicular Transport	-Stress Response	Inf	Inf	Inf	Inf
-Cytoskeleton	-Stress Response	Inf	Inf	Inf	Inf
-Cell Motility	-Stress Response	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Stress Response	Inf	Inf	Inf	Inf
-Cell Communication	-Stress Response	Inf	Inf	Inf	Inf
Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Membrane Transport	-Stress Response	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Energy Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Biosynthesis	-Stress Response	Inf	Inf	Inf	Inf
-Other Enzymes	-Stress Response	Inf	Inf	Inf	Inf
Organismal Systems	-Stress Response	Inf	Inf	Inf	Inf
-Immune System	-Stress Response	Inf	Inf	Inf	Inf
-Endocrine System	-Stress Response	Inf	Inf	Inf	Inf
-Circulatory System	-Stress Response	Inf	Inf	Inf	Inf
-Digestive System	-Stress Response	Inf	Inf	Inf	Inf
-Excretory System	-Stress Response	Inf	Inf	Inf	Inf
-Nervous System	-Stress Response	Inf	Inf	Inf	Inf
-Sensory System	-Stress Response	NaN	NaN	NaN	NaN
-Development	-Stress Response	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Stress Response	Inf	Inf	Inf	Inf
Human Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cancers	-Stress Response	Inf	Inf	Inf	Inf
-Immune System Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Stress Response	NaN	NaN	NaN	NaN
-Infectious Diseases	-Stress Response	Inf	Inf	Inf	Inf
Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
-Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
TOTAL	-Vesicular Transport	34.06	30.8	62.82	57.07
MAPPED	-Vesicular Transport	26.55	23.67	51.97	47.51
Genetic Information Processing	-Vesicular Transport	10.37	9.574	19.97	18.73
-Transcription	-Vesicular Transport	1.243	1.14	2.542	2.251
-Translation	-Vesicular Transport	3.479	3.892	5.797	5.198
-Folding, Sorting and Degradation	-Vesicular Transport	3.579	2.871	8.623	8.124
-DNA Maintenance	-Vesicular Transport	2.106	1.711	2.974	2.974
-RNA Family	-Vesicular Transport	0	0	0	0
Environmental Information Processing	-Vesicular Transport	1.551	1.323	1.267	1.113
-Signal Transduction	-Vesicular Transport	0.4768	0.3983	0.46	0.5081
-Signaling Molecules and Interaction	-Vesicular Transport	1.136	1.017	0.8068	0.737
Cellular Processes	-Vesicular Transport	3.405	2.854	5.647	5.236
-Cell structure	-Vesicular Transport	0	0	0	0
-Crystallins	-Vesicular Transport	0	0	0	0
-Stress Response	-Vesicular Transport	0	0	0	0
-Vesicular Transport	-Vesicular Transport	1	1	1	1
-Cytoskeleton	-Vesicular Transport	1.639	1.247	3.141	2.647
-Cell Motility	-Vesicular Transport	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	0.3939	0.3276	0.7733	0.7272
-Cell Communication	-Vesicular Transport	0.3862	0.2787	1.039	0.9814
Metabolism	-Vesicular Transport	6.819	6.21	16.15	15.81
-Membrane Transport	-Vesicular Transport	0.1314	0.1062	0.1359	0.1012
-Central Carbon Metabolism	-Vesicular Transport	1.023	1.148	4.611	5.429
-Energy Metabolism	-Vesicular Transport	0.2806	0.2554	1.151	1.192
-Biosynthesis	-Vesicular Transport	1.676	1.439	3.521	3.45
-Other Enzymes	-Vesicular Transport	3.88	3.38	7.617	7.935
Organismal Systems	-Vesicular Transport	2.278	2.07	2.647	2.62
-Immune System	-Vesicular Transport	1.227	1.294	1.165	1.298
-Endocrine System	-Vesicular Transport	0.3054	0.2395	0.5342	0.4562
-Circulatory System	-Vesicular Transport	0.05156	0.05291	0.1755	0.1489
-Digestive System	-Vesicular Transport	0.2011	0.1482	0.1667	0.1534
-Excretory System	-Vesicular Transport	0.2247	0.1599	0.3543	0.2983
-Nervous System	-Vesicular Transport	0.2253	0.176	0.5055	0.4351
-Sensory System	-Vesicular Transport	0.03127	0.02322	0.02605	0.01204
-Development	-Vesicular Transport	0.2035	0.1327	0.1355	0.09913
-Environmental Adaptation	-Vesicular Transport	0.05431	0.06708	0.1842	0.1402
Human Diseases	-Vesicular Transport	2.638	2.349	5.523	4.938
-Cancers	-Vesicular Transport	0.4978	0.3652	0.5458	0.5968
-Immune System Diseases	-Vesicular Transport	0.1561	0.1296	0.2103	0.1788
-Neurodegenerative Diseases	-Vesicular Transport	0.9412	0.9879	3.019	2.708
-Cardiovascular Diseases	-Vesicular Transport	0.2468	0.1754	0.7911	0.5963
-Metabolic Diseases	-Vesicular Transport	0.04073	0.03009	0.4148	0.6195
-Infectious Diseases	-Vesicular Transport	1.045	1.024	1.433	1.362
Not Mapped	-Vesicular Transport	7.508	7.13	10.86	9.564
-Not Mapped	-Vesicular Transport	7.508	7.13	10.86	9.564
TOTAL	-Cytoskeleton	22.36	29.18	21.83	26.28
MAPPED	-Cytoskeleton	17.43	22.42	18.05	21.88
Genetic Information Processing	-Cytoskeleton	7.008	9.243	7.183	8.515
-Transcription	-Cytoskeleton	0.9371	1.11	0.9045	1.046
-Translation	-Cytoskeleton	2.471	3.821	2.089	2.496
-Folding, Sorting and Degradation	-Cytoskeleton	2.351	2.66	3.213	3.854
-DNA Maintenance	-Cytoskeleton	1.436	1.543	1.043	1.232
-RNA Family	-Cytoskeleton	0	0	0	0
Environmental Information Processing	-Cytoskeleton	1.032	1.198	0.4407	0.5338
-Signal Transduction	-Cytoskeleton	0.3044	0.3206	0.1464	0.2033
-Signaling Molecules and Interaction	-Cytoskeleton	0.7957	0.8874	0.2967	0.3171
Cellular Processes	-Cytoskeleton	2.316	2.609	1.991	2.223
-Cell structure	-Cytoskeleton	0	0	0	0
-Crystallins	-Cytoskeleton	0	0	0	0
-Stress Response	-Cytoskeleton	0	0	0	0
-Vesicular Transport	-Cytoskeleton	0.7682	1.035	0.428	0.5212
-Cytoskeleton	-Cytoskeleton	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.2491	0.2628	0.2708	0.3145
-Cell Communication	-Cytoskeleton	0.2589	0.2632	0.3659	0.4463
Metabolism	-Cytoskeleton	4.309	5.243	5.649	7.24
-Membrane Transport	-Cytoskeleton	0.1159	0.1281	0.05066	0.04811
-Central Carbon Metabolism	-Cytoskeleton	0.6298	0.9124	1.468	2.035
-Energy Metabolism	-Cytoskeleton	0.1754	0.2126	0.4244	0.5875
-Biosynthesis	-Cytoskeleton	1.124	1.403	1.405	1.783
-Other Enzymes	-Cytoskeleton	2.517	3.025	3.018	3.878
Organismal Systems	-Cytoskeleton	1.531	1.754	1.053	1.206
-Immune System	-Cytoskeleton	0.8593	1.124	0.4614	0.6205
-Endocrine System	-Cytoskeleton	0.1863	0.2029	0.1701	0.1687
-Circulatory System	-Cytoskeleton	0.04396	0.05475	0.07024	0.0776
-Digestive System	-Cytoskeleton	0.1227	0.1206	0.05499	0.06954
-Excretory System	-Cytoskeleton	0.1511	0.1392	0.1239	0.1127
-Nervous System	-Cytoskeleton	0.1658	0.1738	0.2023	0.2268
-Sensory System	-Cytoskeleton	0.01838	0.01862	0.008187	0.00455
-Development	-Cytoskeleton	0.1279	0.1373	0.05367	0.05093
-Environmental Adaptation	-Cytoskeleton	0.0482	0.07944	0.07093	0.06989
Human Diseases	-Cytoskeleton	1.708	2.427	2.079	2.501
-Cancers	-Cytoskeleton	0.3036	0.292	0.1997	0.2254
-Immune System Diseases	-Cytoskeleton	0.1284	0.1593	0.08698	0.09316
-Neurodegenerative Diseases	-Cytoskeleton	0.5842	0.9647	1.186	1.374
-Cardiovascular Diseases	-Cytoskeleton	0.1575	0.1601	0.3141	0.3106
-Metabolic Diseases	-Cytoskeleton	0.02775	0.02914	0.1516	0.2679
-Infectious Diseases	-Cytoskeleton	0.6381	0.8546	0.5255	0.6365
Not Mapped	-Cytoskeleton	4.928	6.754	3.772	4.405
-Not Mapped	-Cytoskeleton	4.928	6.754	3.772	4.405
TOTAL	-Cell Motility	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Transcription	-Cell Motility	Inf	Inf	Inf	Inf
-Translation	-Cell Motility	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Motility	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Motility	Inf	Inf	Inf	Inf
-RNA Family	-Cell Motility	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Motility	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Motility	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Motility	Inf	Inf	Inf	Inf
-Cell structure	-Cell Motility	NaN	NaN	NaN	NaN
-Crystallins	-Cell Motility	NaN	NaN	NaN	NaN
-Stress Response	-Cell Motility	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Motility	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Motility	Inf	Inf	Inf	Inf
Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Motility	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Motility	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System	-Cell Motility	Inf	Inf	Inf	Inf
-Endocrine System	-Cell Motility	Inf	Inf	Inf	Inf
-Circulatory System	-Cell Motility	Inf	Inf	Inf	Inf
-Digestive System	-Cell Motility	Inf	Inf	Inf	Inf
-Excretory System	-Cell Motility	Inf	Inf	Inf	Inf
-Nervous System	-Cell Motility	Inf	Inf	Inf	Inf
-Sensory System	-Cell Motility	NaN	NaN	NaN	NaN
-Development	-Cell Motility	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell Motility	Inf	Inf	Inf	Inf
Human Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cancers	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell Motility	Inf	Inf	Inf	Inf
