A0AV56	NotMapped		32159686
Q9H173	K14001		2805506.8
Q99798	K01681		30865033
O95816	K09556		45262094
P21980	K05625		4495904.6
P16949	K04381		2.2211322e+08
Q9P2E9	K14000		3.4350122e+08
A2A3N8	NotMapped		13420825
P62753	K02991		3.1706865e+08
P45880	K05862		2.4535068e+08
O75955	K07192		3362004
O15212	K04798		30713083
P04439	K06751		8620081
A2BFH1	K12738		4.4285891e+09
Q04917	K06630		1.6934029e+08
A2T926	NotMapped		6064763.7
O95865	K01482		40829824
A5PL29	NotMapped		21274472
P30044	K11187		1.8954958e+08
Q9GZQ8	K10435		39948279
A6NCP5	NotMapped		870599.7
Q9UKK9	K13987		22918829
A6NDF3	NotMapped		19966941
P08865	K02998		1.1329994e+09
P61326	K12877		12315996
O95861	K01082		8403215.2
A6NFL3	NotMapped		33800939
Q9NYB9	K05751		12048582
A6NFQ9	NotMapped		11683992
A6NG10	NotMapped		6672148.6
Q13162	K03386		92410279
Q13813	K06114		3.2285251e+08
A6NGP5	NotMapped		48217717
P22090	K02987		1.0038998e+08
P30046	K10028		61233168
Q9H7Z7	K05309		6156504.4
O95825	K00540		3612509.6
P17516	K00037		2411902.2
A6NIR2	K02892		9044190.8
P32119	K03386		2.9070084e+08
Q92890	K14016		14476003
A6NJA2	K11843		48116554
A6NJG9	K06696		1.0540368e+08
O14602	K03236		35129751
A6NKH4	NotMapped		1.2665072e+08
P07437	K07375		7.9570035e+08
A6NL28	NotMapped		6.6640778e+08
P68032	K12314		5.5121576e+09
P21810	K08118		2181093.2
P51571	K04571		45729760
A6NLN1	K13218		1.4623972e+08
A6NM69	K08764		1.765853e+08
A6NMQ3	NotMapped		16044105
P11908	K00948		2055303.5
Q92783	K04705		28277672
A6NMY6	NotMapped		4.5888007e+09
A6NN80	NotMapped		9.1822343e+08
A6NNR3	K06269		30619980
Q08257	K00344		32696435
P68104	K03231		5.2724998e+09
A6PWM2	NotMapped		7813838.5
A7MAP0	NotMapped		77755425
P35241	K05762		89238319
P28482	K04371		8400827.4
A8K0Z3	NotMapped		1355787.8
O00506	K08839		702320.49
P11142	K03283		4.8645527e+09
A8K854	K07375		3.0256712e+08
