LIC12133	LIC_12133	Notmapped
LIC12134	hlpA	Notmapped
LIC12131	LIC_12131	Notmapped
LIC12132	LIC_12132	Notmapped
LIC12137	LIC_12137	Notmapped
LIC12138	wcaI	Notmapped
LIC12526	cysA	K02045
LIC11479	xerD	K04763
LIC12524	salD	K00616
LIC12130	LIC_12130	Notmapped
LIC12528	cysT	K01739
LIC12529	LIC_12529	Notmapped
LIC11474	LIC_11474	Notmapped
LIC12523	LIC_12523	Notmapped
LIC12521	LIC_12521	Notmapped
LIC11477	LIC_11477	Notmapped
LIC12520	pdxH	K00275
LIC12139	rffE	Notmapped
LIC11470	trxB	K00384
LIC12121	rfbF	K12990
LIC12123	rfbA	K00973
LIC12124	rfbB	K01710
LIC12125	rfbD	K00067
LIC12126	rfbC	K01790
LIC12127	LIC_12127	Notmapped
LIC12535	risA	K00793
LIC12536	ribD	K11752
LIC12537	secF	K03074
LIC12538	secD	K03072
LIC12539	LIC_12539	Notmapped
LIC11485	LIC_11485	Notmapped
LIC11808	bolA	K05527
LIC11482	LIC_11482	Notmapped
LIC11483	LIC_11483	Notmapped
LIC11809	LIC_11809	Notmapped
LIC11488	cheX	K03409
LIC12531	LIC_12531	Notmapped
LIC11489	LIC_11489	Notmapped
LIC12534	ribA	K14652
LIC11486	LIC_11486	Notmapped
LIC12128	LIC_12128	Notmapped
LIC11800	LIC_11800	Notmapped
LIC11801	LIC_11801	Notmapped
LIC11480	LIC_11480	Notmapped
LIC11803	LIC_11803	Notmapped
LIC11481	LIC_11481	Notmapped
LIC11804	yadG	K01990
LIC12115	LIC_12115	Notmapped
LIC12113	rpsF	K02990
LIC12114	LIC_12114	Notmapped
LIC12111	rpsR	K02963
LIC12112	ssb	K03111
LIC12110	rplI	K02939
LIC12508	hisC	K00817
LIC12506	LIC_12506	Notmapped
LIC12504	LIC_12504	Notmapped
LIC11458	LIC_11458	Notmapped
LIC12505	LIC_12505	Notmapped
LIC12502	LIC_12502	Notmapped
LIC12501	LIC_12501	Notmapped
LIC11453	hisD	K00013
LIC12500	mcpB	K03406
LIC11454	panC	K01918
LIC11455	mfd	K03723
LIC11456	lipL31	Notmapped
LIC11452	LIC_11452	Notmapped
LIC12117	LIC_12117	Notmapped
LIC12102	argS	K01887
LIC12100	LIC_12100	Notmapped
LIC12101	LIC_12101	Notmapped
LIC12514	mutL	K03572
LIC12515	LIC_12515	Notmapped
LIC11468	LIC_11468	Notmapped
LIC12516	LIC_12516	Notmapped
LIC11465	LIC_11465	Notmapped
LIC11462	hisF	K02500
LIC11463	LIC_11463	Notmapped
LIC11460	gatC	K02435
LIC11461	gatA	K02433
LIC12107	LIC_12107	Notmapped
LIC12106	LIC_12106	Notmapped
LIC12109	dnaB	K02314
LIC12108	aspS	K01876
LIC11834	LIC_11834	Notmapped
LIC11832	queF	Notmapped
LIC11831	guaA	K01951
LIC11838	LIC_11838	Notmapped
LIC11837	LIC_11837	Notmapped
LIC11836	fliM	K02416
LIC11835	LIC_11835	Notmapped
LIC11839	ppiB	Notmapped
LIC10098	pabB	K03342
LIC10097	ligT	K01975
LIC13202	choD	Notmapped
LIC13204	LIC_13204	Notmapped
LIC10095	LIC_10095	Notmapped
LIC10094	LIC_10094	Notmapped
LIC11840	argH	K01755
LIC13201	LIC_13201	Notmapped
LIC11845	LIC_11845	Notmapped
LIC11844	LIC_11844	Notmapped
LIC11847	LIC_11847	Notmapped
LIC13206	LIC_13206	Notmapped
LIC11846	LIC_11846	Notmapped
LIC11849	LIC_11849	Notmapped
LIC13208	LIC_13208	Notmapped
LIC11848	LIC_11848	Notmapped
LIC13212	LIC_13212	Notmapped
LIC13210	LIC_13210	Notmapped
LIC13216	LIC_13216	Notmapped
LIC13214	LIC_13214	Notmapped
LIC11490	LIC_11490	Notmapped
LIC11816	LIC_11816	Notmapped
LIC13219	pheT	K01890
LIC11814	clpA	K03694
LIC13218	LIC_13218	Notmapped
LIC11491	LIC_11491	Notmapped
LIC11813	ggt	K14234
LIC11812	gshA	K01919
LIC11811	LIC_11811	Notmapped
LIC11810	LIC_11810	Notmapped
LIC11498	LIC_11498	Notmapped
LIC11497	LIC_11497	Notmapped
LIC11499	LIC_11499	Notmapped
LIC11819	LIC_11819	Notmapped
LIC11493	gldG	Notmapped
LIC11496	LIC_11496	Notmapped
LIC11495	gldA	K01990
LIC13222	htrB	K02517
LIC13223	ppa	K13893
LIC13224	glpT	K02445
LIC11825	gmhA	K03271
LIC11824	oppD	K02031
LIC11827	LIC_11827	Notmapped
LIC11826	LIC_11826	Notmapped
LIC11821	leuD	K01704
LIC11820	LIC_11820	Notmapped
LIC11823	LIC_11823	Notmapped
LIC11822	leuC	K00684
LIC11008	LIC_11008	Notmapped
LIC11009	LIC_11009	Notmapped
LIC11006	LIC_11006	Notmapped
LIC10749	rplK	K02867
LIC10748	nusG	K02601
LIC10747	secE	K03073
LIC10740	LIC_10740	Notmapped
LIC11005	tgt	K14234
LIC10741	LIC_10741	Notmapped
LIC11004	LIC_11004	Notmapped
LIC11003	lipL71	Notmapped
LIC11400	LIC_11400	Notmapped
LIC10754	rpoC	K03046
LIC10753	rpoB	K03043
LIC10756	rpsG	K02992
LIC10755	rpsL	K02950
LIC10759	thiL	K00946
LIC10750	rplA	K02863
LIC10751	rplJ	K02864
LIC10752	rplL	K02935
LIC11403	LIC_11403	Notmapped
LIC11405	LIC_11405	Notmapped
LIC11404	ubiB	Notmapped
LIC11406	LIC_11406	Notmapped
LIC11409	LIC_11409	Notmapped
LIC11408	LIC_11408	Notmapped
LIC12587	LIC_12587	Notmapped
LIC12586	LIC_12586	Notmapped
LIC12589	LIC_12589	Notmapped
LIC12588	LIC_12588	Notmapped
LIC10728	ribF	K11753
LIC12581	LIC_12581	Notmapped
LIC10724	LIC_10724	Notmapped
LIC12580	LIC_12580	Notmapped
LIC10723	fliD	K02407
LIC10721	LIC_10721	Notmapped
LIC12598	LIC_12598	Notmapped
LIC10739	amiA	K01448
LIC12595	LIC_12595	Notmapped
LIC10736	LIC_10736	Notmapped
LIC12591	pepN	K01256
LIC10738	rhlE	K03732
LIC10732	LIC_10732	Notmapped
LIC10731	LIC_10731	Notmapped
LIC10733	pepA	K01255
LIC10700	LIC_10700	Notmapped
LIC10705	LIC_10705	Notmapped
LIC12560	dut	K00185
LIC12561	LIC_12561	Notmapped
LIC10706	LIC_10706	Notmapped
LIC12563	LIC_12563	Notmapped
LIC12564	hisZ	K02502
LIC11434	LIC_11434	Notmapped
LIC12565	purA	K01939
LIC11433	LIC_11433	Notmapped
LIC11432	LIC_11432	Notmapped
LIC11431	LIC_11431	Notmapped
LIC11437	LIC_11437	Notmapped
LIC11438	ppi	K01802
LIC12568	LIC_12568	Notmapped
LIC11435	LIC_11435	Notmapped
LIC11436	LIC_11436	Notmapped
LIC11439	LIC_11439	Notmapped
LIC11045	LIC_11045	Notmapped
LIC11048	LIC_11048	Notmapped
LIC11046	LIC_11046	Notmapped
LIC10710	LIC_10710	Notmapped
LIC11039	murI	K01776
LIC10711	LIC_10711	Notmapped
LIC10712	LIC_10712	Notmapped
LIC10713	LIC_10713	Notmapped
LIC10714	smc	K16091
LIC12570	miaB	Notmapped
LIC12573	sucC	K01923
LIC10717	LIC_10717	Notmapped
LIC12574	sucD	K01902
LIC10718	LIC_10718	Notmapped
LIC10719	ppk	K00937
LIC11441	LIC_11441	Notmapped
LIC11440	LIC_11440	Notmapped
LIC12572	LIC_12572	Notmapped
LIC12577	LIC_12577	Notmapped
LIC12578	LIC_12578	Notmapped
LIC11442	LIC_11442	Notmapped
LIC12575	LIC_12575	Notmapped
LIC12576	LIC_12576	Notmapped
LIC11444	LIC_11444	Notmapped
LIC11446	LIC_11446	Notmapped
LIC11447	LIC_11447	Notmapped
LIC12579	lpxB	K00748
LIC11035	LIC_11035	Notmapped
LIC11036	LIC_11036	Notmapped
LIC11037	htrA	Notmapped
LIC11038	LIC_11038	Notmapped
LIC11028	LIC_11028	Notmapped
LIC11412	LIC_11412	Notmapped
LIC12542	pgsA	K00995
LIC12543	rimO	K04066
LIC12544	LIC_12544	Notmapped
LIC11410	ilvH	K01653
LIC12545	lolA	Notmapped
LIC12540	yajC	K03210
LIC12541	trpD	K00766
LIC11417	clpP1	Notmapped
LIC11418	clpX	K03544
LIC12547	LIC_12547	Notmapped
LIC12546	LIC_12546	Notmapped
LIC11416	tig	K03545
LIC11413	LIC_11413	Notmapped
LIC11414	tesA	K10804
LIC12548	LIC_12548	Notmapped
LIC11026	LIC_11026	Notmapped
LIC11027	LIC_11027	Notmapped
LIC11024	LIC_11024	Notmapped
LIC11025	LIC_11025	Notmapped
LIC11023	LIC_11023	Notmapped
LIC11017	LIC_11017	Notmapped
LIC11421	LIC_11421	Notmapped
LIC11423	LIC_11423	Notmapped
LIC11422	LIC_11422	Notmapped
LIC12554	LIC_12554	Notmapped
LIC12551	acd3	K00249
LIC11424	fkp	K01802
LIC11426	LIC_11426	Notmapped
LIC11013	oppA	K13893
LIC11014	LIC_11014	Notmapped
LIC11016	purB	K01756
LIC11011	nadC	K00767
LIC11012	LIC_11012	Notmapped
LIC11076	pyrE	K00762
LIC11075	nadE	K01950
LIC11074	LIC_11074	Notmapped
LIC11072	rsmI	Notmapped
LIC11071	LIC_11071	Notmapped
LIC11070	LIC_11070	Notmapped
LIC11086	LIC_11086	Notmapped
LIC11089	LIC_11089	Notmapped
LIC11088	LIC_11088	Notmapped
LIC11082	LIC_11082	Notmapped
LIC11085	LIC_11085	Notmapped
LIC11081	LIC_11081	Notmapped
LIC10692	LIC_10692	Notmapped
LIC10690	LIC_10690	Notmapped
LIC11054	LIC_11054	Notmapped
LIC11059	LIC_11059	Notmapped
LIC11058	lemA	K03744
LIC10695	LIC_10695	Notmapped
LIC11051	LIC_11051	Notmapped
LIC10699	LIC_10699	Notmapped
LIC10698	LIC_10698	Notmapped
LIC11065	pcnB	K00970
LIC11064	LIC_11064	Notmapped
LIC10680	LIC_10680	Notmapped
LIC10681	purQ	K01952
LIC11067	LIC_11067	Notmapped
LIC11066	recJ	K07462
LIC10683	mauL	Notmapped
LIC11061	ftsK	K03466
LIC11060	LIC_11060	Notmapped
LIC11063	lgt	K13292
LIC11062	LIC_11062	Notmapped
LIC10688	LIC_10688	Notmapped
LIC10672	LIC_10672	Notmapped
LIC10671	mlr	K02032
LIC10678	LIC_10678	Notmapped
LIC10679	purC	Notmapped
LIC10662	LIC_10662	Notmapped
LIC10661	LIC_10661	Notmapped
LIC10664	LIC_10664	Notmapped
LIC10663	LIC_10663	Notmapped
LIC10665	LIC_10665	Notmapped
LIC10666	LIC_10666	Notmapped
LIC10667	LIC_10667	Notmapped
LIC10668	mrr	K07448
LIC11091	LIC_11091	Notmapped
LIC11095	LIC_11095	Notmapped
LIC11096	LIC_11096	Notmapped
LIC11097	LIC_11097	Notmapped
LIC11098	LIC_11098	Notmapped
LIC10657	sphH	Notmapped
LIC10655	LIC_10655	Notmapped
LIC10640	LIC_10640	Notmapped
LIC10641	LIC_10641	Notmapped
LIC10643	LIC_10643	Notmapped
LIC10644	LIC_10644	Notmapped
LIC11769	LIC_11769	Notmapped
LIC11767	argD	K00818
LIC11768	leuB	K00052
LIC11766	manB	K01840
LIC13245	LIC_13245	Notmapped
LIC13244	icdA	K00031
LIC10050	LIC_10050	Notmapped
LIC10051	folP	K00796
LIC13242	LIC_13242	Notmapped
LIC13249	LIC_13249	Notmapped
LIC11760	rpmB	K02902
LIC13247	LIC_13247	Notmapped
LIC10053	LIC_10053	Notmapped
LIC13240	LIC_13240	Notmapped
LIC10054	rlpA	K03642
LIC10055	cysE	K00640
LIC10049	LIC_10049	Notmapped
LIC11758	LIC_11758	Notmapped
LIC11759	nth	K06925
LIC11751	rfaQ	Notmapped
LIC13232	LIC_13232	Notmapped
LIC11750	LIC_11750	Notmapped
LIC13231	LIC_13231	Notmapped
LIC10040	kpsF	K06041
LIC11753	LIC_11753	Notmapped
LIC13233	LIC_13233	Notmapped
LIC11752	LIC_11752	Notmapped
LIC13236	arp	Notmapped
LIC13238	LIC_13238	Notmapped
LIC13237	LIC_13237	Notmapped
LIC10048	hisS	K01892
LIC10045	LIC_10045	Notmapped
LIC10046	pntA	K00324
LIC10043	aer	K03776
LIC13230	dead	K05592
LIC10041	LIC_10041	Notmapped
LIC11745	recA	K03553
LIC11746	argC	K00145
LIC11743	LIC_11743	Notmapped
LIC11749	LIC_11749	Notmapped
LIC11747	ydiD	K01897
LIC11748	LIC_11748	Notmapped
LIC12188	LIC_12188	Notmapped
LIC12189	LIC_12189	Notmapped
LIC13269	LIC_13269	Notmapped
LIC12186	LIC_12186	Notmapped
LIC13268	LIC_13268	Notmapped
LIC12187	per	K04083
LIC13266	LIC_13266	Notmapped
LIC11741	tldD	K03568
LIC10072	LIC_10072	Notmapped
LIC11740	pmbA	K03592
LIC10073	LIC_10073	Notmapped
LIC13263	rnD	K03684
LIC10074	dapF	K01778
LIC12180	LIC_12180	Notmapped
LIC13262	purF	K00764
LIC10075	LIC_10075	Notmapped
LIC12181	LIC_12181	Notmapped
LIC10076	LIC_10076	Notmapped
LIC13261	LIC_13261	Notmapped
LIC10077	LIC_10077	Notmapped
LIC10079	LIC_10079	Notmapped
LIC12182	LIC_12182	Notmapped
LIC12183	LIC_12183	Notmapped
LIC11732	uvrD2	K03657
LIC11736	LIC_11736	Notmapped
LIC11737	LIC_11737	Notmapped
LIC11739	LIC_11739	Notmapped
LIC13258	fdx	Notmapped
LIC12197	LIC_12197	Notmapped
LIC12198	LIC_12198	Notmapped
LIC13257	LIC_13257	Notmapped
LIC12199	LIC_12199	Notmapped
LIC13259	LIC_13259	Notmapped
LIC11731	slyD	K03775
LIC10060	LIC_10060	Notmapped
LIC13250	lnt2	Notmapped
LIC10065	dcd	K01494
LIC12190	LIC_12190	Notmapped
LIC10066	LIC_10066	Notmapped
LIC10063	LIC_10063	Notmapped
LIC12191	mutT	K03574
LIC13251	murA	K01448
LIC10064	LIC_10064	Notmapped
LIC12192	LIC_12192	Notmapped
LIC12193	LIC_12193	Notmapped
LIC10069	glo1	Notmapped
LIC12194	tktC	K00615
LIC10067	LIC_10067	Notmapped
LIC12195	LIC_12195	Notmapped
LIC10068	LIC_10068	Notmapped
LIC12196	LIC_12196	Notmapped
LIC10017	LIC_10017	Notmapped
LIC10019	LIC_10019	Notmapped
LIC12163	LIC_12163	Notmapped
LIC13280	LIC_13280	Notmapped
LIC12162	LIC_12162	Notmapped
LIC10012	LIC_10012	Notmapped
LIC12161	nagB	K01057
LIC13285	LIC_13285	Notmapped
LIC13282	ligA	K01897
LIC10011	lipL21	Notmapped
LIC13283	LIC_13283	Notmapped
LIC13288	LIC_13288	Notmapped
LIC12169	sas	K01654
LIC13286	LIC_13286	Notmapped
LIC12168	LIC_12168	Notmapped
LIC12167	LIC_12167	Notmapped
LIC12166	LIC_12166	Notmapped
LIC12165	moaA	Notmapped
LIC12164	LIC_12164	Notmapped
LIC11799	glpK	K00864
LIC10009	LIC_10009	Notmapped
LIC10005	gyrB	K02470
LIC10006	gyrA	K02470
LIC12172	LIC_12172	Notmapped
LIC10004	LIC_10004	Notmapped
LIC12171	LIC_12171	Notmapped
LIC10002	dnaN	K02338
LIC12174	LIC_12174	Notmapped
LIC12173	neuB	K01654
LIC13271	argJ	K00620
LIC13272	LIC_13272	Notmapped
LIC12170	LIC_12170	Notmapped
LIC11794	LIC_11794	Notmapped
LIC13275	LIC_13275	Notmapped
LIC12179	LIC_12179	Notmapped
LIC13276	LIC_13276	Notmapped
LIC11797	LIC_11797	Notmapped
LIC11790	aspC	K00812
LIC12176	LIC_12176	Notmapped
LIC13279	LIC_13279	Notmapped
LIC12175	LIC_12175	Notmapped
LIC11791	recG	K10843
LIC12178	LIC_12178	Notmapped
LIC11792	LIC_11792	Notmapped
LIC11793	sppA	K04773
LIC12177	neuA	K00983
LIC11789	LIC_11789	Notmapped
LIC11788	LIC_11788	Notmapped
LIC10038	LIC_10038	Notmapped
LIC10039	aroD	K03785
LIC10031	lacZ	K12308
LIC10030	LIC_10030	Notmapped
LIC10032	LIC_10032	Notmapped
LIC12141	LIC_12141	Notmapped
LIC12140	LIC_12140	Notmapped
LIC10037	LIC_10037	Notmapped
LIC11781	mdh	K00024
LIC12145	LIC_12145	Notmapped
LIC11782	LIC_11782	Notmapped
LIC12143	LIC_12143	Notmapped
LIC11780	bioF	K00652
LIC11786	thrB	K00872
LIC12146	LIC_12146	Notmapped
LIC11784	LIC_11784	Notmapped
LIC11777	bioB	K01012
LIC11776	LIC_11776	Notmapped
LIC11779	bioD	K01935
LIC11778	bioA	K00833
LIC10029	LIC_10029	Notmapped
LIC10027	LIC_10027	Notmapped
LIC10028	LIC_10028	Notmapped
LIC10022	LIC_10022	Notmapped
LIC13293	LIC_13293	Notmapped
LIC10020	LIC_10020	Notmapped
LIC13295	LIC_13295	Notmapped
LIC12150	LIC_12150	Notmapped
LIC10026	LIC_10026	Notmapped
LIC12152	LIC_12152	Notmapped
LIC10024	LIC_10024	Notmapped
LIC12151	rfbG	K01709
LIC10023	fliG	K02410
LIC12154	LIC_12154	Notmapped
LIC12153	LIC_12153	Notmapped
LIC12156	LIC_12156	Notmapped
LIC11770	LIC_11770	Notmapped
LIC12155	LIC_12155	Notmapped
LIC12158	LIC_12158	Notmapped
LIC13297	LIC_13297	Notmapped
LIC11773	trpF	K01817
LIC12157	LIC_12157	Notmapped
LIC11774	mutS	K03555
LIC11775	serB	K01079
LIC12629	ech3	K01692
LIC12627	LIC_12627	Notmapped
LIC11579	LIC_11579	Notmapped
LIC11578	LIC_11578	Notmapped
LIC12236	LIC_12236	Notmapped
LIC12235	LIC_12235	Notmapped
LIC12232	thyX	Notmapped
LIC12233	LIC_12233	Notmapped
LIC12230	LIC_12230	Notmapped
LIC12231	LIC_12231	Notmapped
LIC12238	LIC_12238	Notmapped
LIC12621	LIC_12621	Notmapped
LIC12620	LIC_12620	Notmapped
LIC11577	LIC_11577	Notmapped
LIC11570	gspD	K02453
LIC11571	gspE	K02454
LIC11572	gspF	K02455
