Q8TBF5	213164.99
Q8TBF4	344067.19
P20933	498753.74
P20936	682744.03
Q13033-2	3250368.7
Q9NXB0-1	18432.26
B3KT15	24919857
B1AHD9	183460.51
P23919	8788200.7
Q6ZNW5	439823.38
Q8N9A8-1	406254.17
A8K702	2403644
Q00535	8669632.2
Q00534	13147536
Q00537	814101.94
Q07960	11621846
Q9NXR7	2438224.8
Q70HW3-1	11571.995
O00244	21806998
O00716	161610.39
A2RRP1-1	1027666.9
Q6P996-1	2850560.5
Q9UBM7	17253778
Q8WXG6-2	376423.39
P40425	158982.24
Q16630-2	11092776
P40429	59478074
Q7Z3T8	221306.77
Q13838	29153956
P48960	1098580.8
P03897	2833850.3
P05386	1.0709515e+08
P05387	2.701431e+08
P05388	72201015
Q9Y2V0-1	318572.54
Q63Z42	396633.53
Q7L266	1939316.5
Q15165	502787.31
Q15166	16336.657
O15254	661480.75
O15258	4543505
Q96QG7	399334.98
Q9Y303	680486.08
P29401	1.152037e+08
Q9H0S4	7443363.2
Q8NHH9-1	763459.08
P39023	85765670
P79497	880924.79
A4D2Q0	410235.83
Q96CS3	5477396.7
P33176	11046733
Q9P215	133871.21
P62807	1.1854839e+09
P62805	2.3145691e+09
Q14676-1	1202860.1
Q92831	17758.275
Q92830	30406.033
Q92835	30812.487
Q4G0I0	480409.26
Q9BTD8-1	2385522.1
Q9H845	5140642.9
Q9Y6E2	6940028.6
Q9Y6E0	1435039.3
O43933	31859.467
Q9BVC6	15602302
Q9NWM8	90836.073
Q09161	11334492
P04035	107852.42
P60520	13448479
Q9UKZ1	459819.65
P53701	3414471.8
Q9H967	873724.62
Q14562	1428188
Q14566	26577185
Q8NFQ8	530527.41
Q562L3	54113.84
Q6P1A2	2214229.1
Q9NRH1	111460.27
Q9NRH2	78791.593
A6NIR2	66417957
Q8N1K8	258989.5
Q9UHC6	435680.19
P41212	996994.67
Q9Y5A9-1	3673066
Q86VY4	916143.92
Q92526	2689702.3
Q92520	1321974.6
Q92522	42255702
Q92597	3754215.5
Q7L8L6	126659.89
Q5VSL9-1	437288.9
Q9H4P4	199214.05
Q9UID3-1	630378.25
Q53HV7	15375.979
Q9UPN4-1	214583.16
Q13303	16582289
Q02878	76849557
P27449	14516207
P27448	143763.09
Q9HAP2	19546.814
Q9NXR8	234875.63
Q96HA7	53016.221
