Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Metabolic Diseases	Environmental Information Processing	0.2761	0.2783	0.1808	0.252
-Infectious Diseases	Environmental Information Processing	5.05	6.112	3.194	6.128
Not Mapped	Environmental Information Processing	9.594	9.037	8.012	8.018
-Not Mapped	Environmental Information Processing	9.594	9.037	8.012	8.018
TOTAL	-Signal Transduction	661.4	630.3	698.5	529.1
MAPPED	-Signal Transduction	548.8	520.8	577.7	434.4
Genetic Information Processing	-Signal Transduction	132	145.3	128.8	154
-Transcription	-Signal Transduction	7.775	9.54	6.627	8.389
-Translation	-Signal Transduction	39.9	45.36	38.1	39.06
-Folding, Sorting and Degradation	-Signal Transduction	66.19	70.42	68.72	64.41
-DNA Maintenance	-Signal Transduction	38.82	47.07	22.98	35.97
-RNA Family	-Signal Transduction	0	0	0	0
Environmental Information Processing	-Signal Transduction	18.03	20.06	19.31	19.41
-Signal Transduction	-Signal Transduction	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	17.03	19.06	18.31	18.41
Cellular Processes	-Signal Transduction	222.4	165.6	252	140.2
-Crystallins	-Signal Transduction	0	0	0	0
-Stress Response	-Signal Transduction	0	0	0	0
-Vesicular Transport	-Signal Transduction	7.179	5.606	8.206	4.912
-Cytoskeleton	-Signal Transduction	202.8	147.5	230.3	124
-Cell Motility	-Signal Transduction	0	0	0	0
-Cell Growth and Death	-Signal Transduction	8.985	8.458	10.44	7.761
-Cell Communication	-Signal Transduction	10.8	12.06	9.963	9.24
Metabolism	-Signal Transduction	71.9	75.22	74.72	62.85
-Membrane Transport	-Signal Transduction	0.2499	0.2643	0.2472	0.1783
-Central Carbon Metabolism	-Signal Transduction	21.38	23.26	20.33	19.91
-Energy Metabolism	-Signal Transduction	6.508	7.785	7.327	6.1
-Biosynthesis	-Signal Transduction	14.26	12.66	14.89	10.14
-Other Enzymes	-Signal Transduction	52.34	50.41	55.58	43.1
Organismal Systems	-Signal Transduction	51.56	43.09	57.07	32.98
-Immune System	-Signal Transduction	8.653	8.183	9.797	7.989
-Endocrine System	-Signal Transduction	2.365	2.572	1.593	2.302
-Circulatory System	-Signal Transduction	9.84	10.36	6.844	10.09
-Digestive System	-Signal Transduction	0.1994	0.2137	0.157	0.268
-Excretory System	-Signal Transduction	1.485	1.261	1.412	1.009
-Nervous System	-Signal Transduction	4.362	3.421	5.123	3.651
-Sensory System	-Signal Transduction	0.009893	0.01233	0.00707	0.01334
-Development	-Signal Transduction	2.203	2.498	1.7	2.854
-Environmental Adaptation	-Signal Transduction	0.6045	0.5797	0.629	0.5597
Human Diseases	-Signal Transduction	50.32	52.06	49.03	59.29
-Cancers	-Signal Transduction	8.938	11.61	6.6	11.92
-Immune System Diseases	-Signal Transduction	7.724	6.577	4.496	5.102
-Neurodegenerative Diseases	-Signal Transduction	29.09	26.42	31.09	19.84
-Cardiovascular Diseases	-Signal Transduction	9.245	10.72	8.44	12.81
-Metabolic Diseases	-Signal Transduction	1.463	1.886	0.9681	1.906
-Infectious Diseases	-Signal Transduction	26.76	35.31	17.1	32.19
Not Mapped	-Signal Transduction	112.5	109.6	120.9	94.74
-Not Mapped	-Signal Transduction	112.5	109.6	120.9	94.74
TOTAL	-Signaling Molecules and Interaction	65.77	60.68	54.37	52.16
MAPPED	-Signaling Molecules and Interaction	54.58	50.13	44.96	42.82
Genetic Information Processing	-Signaling Molecules and Interaction	14.86	15.62	12.26	15.42
-Transcription	-Signaling Molecules and Interaction	0.7935	0.9162	0.5391	0.8237
-Translation	-Signaling Molecules and Interaction	4.029	4.577	3.018	4.462
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	7.119	6.772	5.915	6.252
-DNA Maintenance	-Signaling Molecules and Interaction	5.142	5.888	4.001	6.682
-RNA Family	-Signaling Molecules and Interaction	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.509	1.338	1.692	1.274
-Signal Transduction	-Signaling Molecules and Interaction	0.5092	0.3382	0.6924	0.2739
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	19.89	13.07	18.71	9.308
-Crystallins	-Signaling Molecules and Interaction	0	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0	0	0	0
-Vesicular Transport	-Signaling Molecules and Interaction	0.6152	0.4492	0.63	0.3557
-Cytoskeleton	-Signaling Molecules and Interaction	17.3	10.5	16.55	7.148
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	1.042	1.043	0.9255	0.9213
-Cell Communication	-Signaling Molecules and Interaction	1.032	1.13	0.7852	0.887
Metabolism	-Signaling Molecules and Interaction	7.696	7.764	6.106	6.38
-Membrane Transport	-Signaling Molecules and Interaction	0.01631	0.01387	0.01574	0.01052
-Central Carbon Metabolism	-Signaling Molecules and Interaction	2.889	3.087	2.293	2.47
-Energy Metabolism	-Signaling Molecules and Interaction	1.052	0.953	0.8741	0.7438
-Biosynthesis	-Signaling Molecules and Interaction	1.041	0.9376	0.948	0.8191
-Other Enzymes	-Signaling Molecules and Interaction	3.324	3.338	3.036	2.765
Organismal Systems	-Signaling Molecules and Interaction	2.732	2.54	2.82	2.833
-Immune System	-Signaling Molecules and Interaction	0.7891	0.8076	0.7099	0.7086
-Endocrine System	-Signaling Molecules and Interaction	0.55	0.6413	0.3658	0.529
-Circulatory System	-Signaling Molecules and Interaction	0.9153	0.8509	0.6553	0.8448
-Digestive System	-Signaling Molecules and Interaction	0.0429	0.044	0.03071	0.03673
-Excretory System	-Signaling Molecules and Interaction	0.2276	0.1395	0.2459	0.1266
-Nervous System	-Signaling Molecules and Interaction	0.707	0.5816	0.7798	0.5678
-Sensory System	-Signaling Molecules and Interaction	0.005099	0.004169	0.00508	0.003752
-Development	-Signaling Molecules and Interaction	0.3615	0.3256	0.3364	0.3374
-Environmental Adaptation	-Signaling Molecules and Interaction	0.1995	0.1569	0.1975	0.1458
Human Diseases	-Signaling Molecules and Interaction	9.664	10.9	6.209	10.39
-Cancers	-Signaling Molecules and Interaction	0.43	0.4259	0.3605	0.3716
-Immune System Diseases	-Signaling Molecules and Interaction	0.8395	0.892	0.5553	0.7767
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	1.844	1.415	1.902	1.184
-Cardiovascular Diseases	-Signaling Molecules and Interaction	1.538	1.69	0.9114	1.589
-Metabolic Diseases	-Signaling Molecules and Interaction	0.2999	0.2933	0.2223	0.2657
-Infectious Diseases	-Signaling Molecules and Interaction	6.224	7.392	3.928	7.202
Not Mapped	-Signaling Molecules and Interaction	11.19	10.55	9.407	9.339
-Not Mapped	-Signaling Molecules and Interaction	11.19	10.55	9.407	9.339
TOTAL	Cellular Processes	3.422	4.845	2.972	5.767
MAPPED	Cellular Processes	2.84	4.003	2.458	4.734
Genetic Information Processing	Cellular Processes	0.9493	1.615	0.7117	2.139
-Transcription	Cellular Processes	0.04082	0.07273	0.02906	0.09139
-Translation	Cellular Processes	0.2052	0.3566	0.1613	0.4794
-Folding, Sorting and Degradation	Cellular Processes	0.3847	0.5955	0.3329	0.773
-DNA Maintenance	Cellular Processes	0.336	0.623	0.2193	0.8558
-RNA Family	Cellular Processes	0	0	0	0
Environmental Information Processing	Cellular Processes	0.1073	0.1658	0.1067	0.2071
-Signal Transduction	Cellular Processes	0.03578	0.03947	0.0433	0.04067
-Signaling Molecules and Interaction	Cellular Processes	0.0787	0.1333	0.07265	0.172
Cellular Processes	Cellular Processes	1	1	1	1
-Crystallins	Cellular Processes	0	0	0	0
-Stress Response	Cellular Processes	0	0	0	0
-Vesicular Transport	Cellular Processes	0.03666	0.04638	0.03667	0.0553
-Cytoskeleton	Cellular Processes	0.9117	0.876	0.9138	0.8682
-Cell Motility	Cellular Processes	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.0522	0.07978	0.04828	0.09898
-Cell Communication	Cellular Processes	0.05186	0.09477	0.04273	0.1066
Metabolism	Cellular Processes	0.3869	0.5913	0.3263	0.6855
-Membrane Transport	Cellular Processes	0.001297	0.002077	0.00106	0.002058
-Central Carbon Metabolism	Cellular Processes	0.1452	0.2361	0.1225	0.2653
-Energy Metabolism	Cellular Processes	0.04458	0.0612	0.03885	0.07039
-Biosynthesis	Cellular Processes	0.07404	0.0995	0.06385	0.1137
-Other Enzymes	Cellular Processes	0.2353	0.3096	0.2206	0.3586
Organismal Systems	Cellular Processes	0.2017	0.3056	0.1625	0.3932
-Immune System	Cellular Processes	0.04867	0.07647	0.04201	0.09836
-Endocrine System	Cellular Processes	0.02721	0.05004	0.01884	0.05627
-Circulatory System	Cellular Processes	0.06469	0.09557	0.04386	0.1326
-Digestive System	Cellular Processes	0.003167	0.005293	0.001769	0.005099
-Excretory System	Cellular Processes	0.01242	0.01521	0.01314	0.01897
-Nervous System	Cellular Processes	0.0558	0.08474	0.05179	0.1052
-Sensory System	Cellular Processes	0.0003834	0.0005559	0.0003301	0.0006455
-Development	Cellular Processes	0.02773	0.04599	0.02199	0.06084
-Environmental Adaptation	Cellular Processes	0.01426	0.01983	0.01235	0.02276
Human Diseases	Cellular Processes	0.4906	0.8059	0.3498	1.072
-Cancers	Cellular Processes	0.03293	0.04783	0.02619	0.04882
-Immune System Diseases	Cellular Processes	0.05449	0.09432	0.03235	0.1087
-Neurodegenerative Diseases	Cellular Processes	0.1205	0.1703	0.1134	0.1858
-Cardiovascular Diseases	Cellular Processes	0.07704	0.1293	0.04775	0.1707
-Metabolic Diseases	Cellular Processes	0.01853	0.03455	0.01269	0.04057
-Infectious Diseases	Cellular Processes	0.3282	0.5729	0.2212	0.7869
Not Mapped	Cellular Processes	0.5822	0.8423	0.5143	1.033
-Not Mapped	Cellular Processes	0.5822	0.8423	0.5143	1.033
TOTAL	-Crystallins	Inf	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf	Inf
-RNA Family	-Crystallins	NaN	NaN	NaN	NaN
Environmental Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf	Inf
-Crystallins	-Crystallins	NaN	NaN	NaN	NaN
-Stress Response	-Crystallins	NaN	NaN	NaN	NaN
-Vesicular Transport	-Crystallins	Inf	Inf	Inf	Inf
-Cytoskeleton	-Crystallins	Inf	Inf	Inf	Inf
-Cell Motility	-Crystallins	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf	Inf
-Cell Communication	-Crystallins	Inf	Inf	Inf	Inf
Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf	Inf
Organismal Systems	-Crystallins	Inf	Inf	Inf	Inf
-Immune System	-Crystallins	Inf	Inf	Inf	Inf
-Endocrine System	-Crystallins	Inf	Inf	Inf	Inf
-Circulatory System	-Crystallins	Inf	Inf	Inf	Inf
-Digestive System	-Crystallins	Inf	Inf	Inf	Inf
-Excretory System	-Crystallins	Inf	Inf	Inf	Inf
-Nervous System	-Crystallins	Inf	Inf	Inf	Inf
-Sensory System	-Crystallins	NaN	NaN	NaN	NaN
-Development	-Crystallins	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Crystallins	NaN	NaN	NaN	NaN
Human Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cancers	-Crystallins	Inf	Inf	Inf	Inf
-Immune System Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Crystallins	NaN	NaN	NaN	NaN
-Infectious Diseases	-Crystallins	Inf	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
TOTAL	-Stress Response	Inf	Inf	Inf	Inf
MAPPED	-Stress Response	Inf	Inf	Inf	Inf
Genetic Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Transcription	-Stress Response	Inf	Inf	Inf	Inf
-Translation	-Stress Response	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Stress Response	Inf	Inf	Inf	Inf
-DNA Maintenance	-Stress Response	Inf	Inf	Inf	Inf
-RNA Family	-Stress Response	NaN	NaN	NaN	NaN
Environmental Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Signal Transduction	-Stress Response	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Stress Response	Inf	Inf	Inf	Inf
Cellular Processes	-Stress Response	Inf	Inf	Inf	Inf
-Crystallins	-Stress Response	NaN	NaN	NaN	NaN
-Stress Response	-Stress Response	NaN	NaN	NaN	NaN
-Vesicular Transport	-Stress Response	Inf	Inf	Inf	Inf
-Cytoskeleton	-Stress Response	Inf	Inf	Inf	Inf
-Cell Motility	-Stress Response	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Stress Response	Inf	Inf	Inf	Inf
-Cell Communication	-Stress Response	Inf	Inf	Inf	Inf
Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Membrane Transport	-Stress Response	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Energy Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Biosynthesis	-Stress Response	Inf	Inf	Inf	Inf
-Other Enzymes	-Stress Response	Inf	Inf	Inf	Inf
Organismal Systems	-Stress Response	Inf	Inf	Inf	Inf
-Immune System	-Stress Response	Inf	Inf	Inf	Inf
-Endocrine System	-Stress Response	Inf	Inf	Inf	Inf
-Circulatory System	-Stress Response	Inf	Inf	Inf	Inf
-Digestive System	-Stress Response	Inf	Inf	Inf	Inf
-Excretory System	-Stress Response	Inf	Inf	Inf	Inf
-Nervous System	-Stress Response	Inf	Inf	Inf	Inf
-Sensory System	-Stress Response	NaN	NaN	NaN	NaN
-Development	-Stress Response	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Stress Response	NaN	NaN	NaN	NaN
Human Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cancers	-Stress Response	Inf	Inf	Inf	Inf
-Immune System Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Stress Response	NaN	NaN	NaN	NaN
-Infectious Diseases	-Stress Response	Inf	Inf	Inf	Inf
Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
-Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
TOTAL	-Vesicular Transport	153.3	186.5	135	190.4
MAPPED	-Vesicular Transport	127.3	154.1	111.7	156.3
Genetic Information Processing	-Vesicular Transport	34.71	50.77	26.33	54.15
-Transcription	-Vesicular Transport	1.859	2.868	1.339	3.065
-Translation	-Vesicular Transport	9.379	13.59	7.48	14.24
-Folding, Sorting and Degradation	-Vesicular Transport	16.74	22.7	14.47	24.02
-DNA Maintenance	-Vesicular Transport	12.42	20.21	8.112	22.38
-RNA Family	-Vesicular Transport	0	0	0	0
Environmental Information Processing	-Vesicular Transport	3.902	5.352	3.602	5.861
-Signal Transduction	-Vesicular Transport	1.173	1.042	1.506	0.9391
-Signaling Molecules and Interaction	-Vesicular Transport	3.383	5.007	2.91	5.471
Cellular Processes	-Vesicular Transport	46.04	39.71	46.69	33.54
-Crystallins	-Vesicular Transport	0	0	0	0
-Stress Response	-Vesicular Transport	0	0	0	0
-Vesicular Transport	-Vesicular Transport	1	1	1	1
-Cytoskeleton	-Vesicular Transport	41.09	33.38	42.08	27.66
-Cell Motility	-Vesicular Transport	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	2.159	2.82	2.08	2.814
-Cell Communication	-Vesicular Transport	1.984	2.87	1.498	2.697
Metabolism	-Vesicular Transport	17.19	22.12	14.9	21.93
-Membrane Transport	-Vesicular Transport	0.05973	0.07945	0.04994	0.06649
-Central Carbon Metabolism	-Vesicular Transport	5.556	7.719	4.649	7.161
-Energy Metabolism	-Vesicular Transport	1.556	2.121	1.387	2.091
-Biosynthesis	-Vesicular Transport	2.265	2.555	1.955	2.559
-Other Enzymes	-Vesicular Transport	8.801	11.16	7.522	10.73
Organismal Systems	-Vesicular Transport	5.04	6.874	4.244	7.211
-Immune System	-Vesicular Transport	1.977	2.46	1.899	2.594
-Endocrine System	-Vesicular Transport	1.105	1.854	0.673	1.772
-Circulatory System	-Vesicular Transport	2.352	3.113	1.471	3.763
-Digestive System	-Vesicular Transport	0.0548	0.07926	0.0345	0.09425
-Excretory System	-Vesicular Transport	0.4752	0.4872	0.4985	0.5007
-Nervous System	-Vesicular Transport	0.9656	1.033	0.9716	0.9662
-Sensory System	-Vesicular Transport	0.0116	0.01285	0.01065	0.01253
-Development	-Vesicular Transport	1.284	1.826	1.026	2.04
-Environmental Adaptation	-Vesicular Transport	0.2673	0.2714	0.2436	0.2381
Human Diseases	-Vesicular Transport	19.93	29.85	12.61	33.75
-Cancers	-Vesicular Transport	1.059	1.725	0.8043	1.651
-Immune System Diseases	-Vesicular Transport	1.911	2.563	1.164	2.593
-Neurodegenerative Diseases	-Vesicular Transport	5.244	6.412	4.927	5.618
-Cardiovascular Diseases	-Vesicular Transport	2.998	4.419	1.848	4.903
-Metabolic Diseases	-Vesicular Transport	0.7114	0.9732	0.5608	0.9962
-Infectious Diseases	-Vesicular Transport	13.33	21.22	8.515	24.79
Not Mapped	-Vesicular Transport	26.09	32.42	23.36	34.1
-Not Mapped	-Vesicular Transport	26.09	32.42	23.36	34.1
TOTAL	-Cytoskeleton	3.822	5.827	3.3	7.404
MAPPED	-Cytoskeleton	3.172	4.814	2.729	6.078
Genetic Information Processing	-Cytoskeleton	1.067	1.934	0.8016	2.696
-Transcription	-Cytoskeleton	0.04601	0.08764	0.03256	0.1167
-Translation	-Cytoskeleton	0.2309	0.436	0.178	0.6242
-Folding, Sorting and Degradation	-Cytoskeleton	0.4293	0.7138	0.3673	0.9836
-DNA Maintenance	-Cytoskeleton	0.375	0.7696	0.242	1.104
-RNA Family	-Cytoskeleton	0	0	0	0
Environmental Information Processing	-Cytoskeleton	0.1221	0.2012	0.1191	0.2467
-Signal Transduction	-Cytoskeleton	0.04072	0.04789	0.04871	0.05098
-Signaling Molecules and Interaction	-Cytoskeleton	0.08669	0.1663	0.07951	0.2247
Cellular Processes	-Cytoskeleton	1.148	1.245	1.126	1.306
-Crystallins	-Cytoskeleton	0	0	0	0
-Stress Response	-Cytoskeleton	0	0	0	0
-Vesicular Transport	-Cytoskeleton	0.04173	0.05626	0.04125	0.06932
-Cytoskeleton	-Cytoskeleton	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.05992	0.09933	0.05438	0.1289
-Cell Communication	-Cytoskeleton	0.05963	0.1086	0.04589	0.1246
Metabolism	-Cytoskeleton	0.4418	0.709	0.3689	0.8608
-Membrane Transport	-Cytoskeleton	0.001414	0.00238	0.001139	0.002404
-Central Carbon Metabolism	-Cytoskeleton	0.167	0.294	0.1385	0.3455
-Energy Metabolism	-Cytoskeleton	0.05068	0.07011	0.04362	0.08365
-Biosynthesis	-Cytoskeleton	0.08066	0.114	0.06858	0.1366
-Other Enzymes	-Cytoskeleton	0.2581	0.3862	0.2414	0.4683
Organismal Systems	-Cytoskeleton	0.227	0.3739	0.181	0.5149
-Immune System	-Cytoskeleton	0.05479	0.09521	0.04556	0.1288
-Endocrine System	-Cytoskeleton	0.03093	0.06078	0.02116	0.07089
-Circulatory System	-Cytoskeleton	0.07219	0.1136	0.04839	0.1643
-Digestive System	-Cytoskeleton	0.003565	0.006476	0.00197	0.006676
-Excretory System	-Cytoskeleton	0.01428	0.01894	0.01485	0.0247
-Nervous System	-Cytoskeleton	0.06129	0.09981	0.05642	0.1297
-Sensory System	-Cytoskeleton	0.00044	0.0006934	0.0003718	0.000843
-Development	-Cytoskeleton	0.03103	0.05513	0.0243	0.07607
-Environmental Adaptation	-Cytoskeleton	0.01623	0.02405	0.0139	0.02853
Human Diseases	-Cytoskeleton	0.5578	0.9789	0.388	1.35
-Cancers	-Cytoskeleton	0.03611	0.05369	0.02866	0.05519
-Immune System Diseases	-Cytoskeleton	0.06142	0.1137	0.03589	0.136
-Neurodegenerative Diseases	-Cytoskeleton	0.1345	0.2083	0.1251	0.239
-Cardiovascular Diseases	-Cytoskeleton	0.08685	0.1574	0.05297	0.2165
-Metabolic Diseases	-Cytoskeleton	0.02127	0.04185	0.01429	0.05079
-Infectious Diseases	-Cytoskeleton	0.3731	0.6958	0.2454	0.9915
Not Mapped	-Cytoskeleton	0.6503	1.013	0.571	1.326
-Not Mapped	-Cytoskeleton	0.6503	1.013	0.571	1.326
TOTAL	-Cell Motility	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Transcription	-Cell Motility	Inf	Inf	Inf	Inf
-Translation	-Cell Motility	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Motility	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Motility	Inf	Inf	Inf	Inf
-RNA Family	-Cell Motility	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Motility	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Motility	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Motility	Inf	Inf	Inf	Inf
-Crystallins	-Cell Motility	NaN	NaN	NaN	NaN
-Stress Response	-Cell Motility	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Motility	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Motility	Inf	Inf	Inf	Inf
Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Motility	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Motility	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System	-Cell Motility	Inf	Inf	Inf	Inf
-Endocrine System	-Cell Motility	Inf	Inf	Inf	Inf
-Circulatory System	-Cell Motility	Inf	Inf	Inf	Inf
-Digestive System	-Cell Motility	Inf	Inf	Inf	Inf
-Excretory System	-Cell Motility	Inf	Inf	Inf	Inf
-Nervous System	-Cell Motility	Inf	Inf	Inf	Inf
-Sensory System	-Cell Motility	NaN	NaN	NaN	NaN
-Development	-Cell Motility	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell Motility	NaN	NaN	NaN	NaN
Human Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cancers	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell Motility	NaN	NaN	NaN	NaN
-Infectious Diseases	-Cell Motility	Inf	Inf	Inf	Inf
Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
TOTAL	-Cell Growth and Death	801.8	794.7	598	940.5
MAPPED	-Cell Growth and Death	665.4	656.5	494.5	772.1
Genetic Information Processing	-Cell Growth and Death	160.1	183.2	110.2	228.1
-Transcription	-Cell Growth and Death	9.426	12.03	5.673	14.91
-Translation	-Cell Growth and Death	48.38	57.19	32.61	69.43
-Folding, Sorting and Degradation	-Cell Growth and Death	80.25	88.78	58.83	114.5
-DNA Maintenance	-Cell Growth and Death	22	25.24	13.11	29.31
-RNA Family	-Cell Growth and Death	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	19.79	25.29	14.3	31.9
-Signal Transduction	-Cell Growth and Death	1.212	1.261	0.9671	1.778
-Signaling Molecules and Interaction	-Cell Growth and Death	18.58	24.03	13.44	30.13
Cellular Processes	-Cell Growth and Death	233.5	160.4	199.6	154
-Crystallins	-Cell Growth and Death	0	0	0	0
-Stress Response	-Cell Growth and Death	0	0	0	0
-Vesicular Transport	-Cell Growth and Death	5.072	4.194	4.238	4.767
-Cytoskeleton	-Cell Growth and Death	214.3	140	185.8	131.9
-Cell Motility	-Cell Growth and Death	0	0	0	0
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1
-Cell Communication	-Cell Growth and Death	13.1	15.2	8.528	16.42
Metabolism	-Cell Growth and Death	87.17	94.83	63.28	111.7
-Membrane Transport	-Cell Growth and Death	0.07774	0.08021	0.03456	0.07193
-Central Carbon Metabolism	-Cell Growth and Death	18.34	23.6	11.26	24.81
-Energy Metabolism	-Cell Growth and Death	7.89	9.814	6.272	10.84
-Biosynthesis	-Cell Growth and Death	17.29	15.96	12.75	18.02
-Other Enzymes	-Cell Growth and Death	35.78	39.39	26.65	48.4
Organismal Systems	-Cell Growth and Death	68.36	77.53	47.09	91.4
-Immune System	-Cell Growth and Death	10.49	10.32	8.386	12.36
-Endocrine System	-Cell Growth and Death	1.435	1.339	1.228	1.73
-Circulatory System	-Cell Growth and Death	11.93	13.06	5.859	17.94
-Digestive System	-Cell Growth and Death	0.1843	0.1854	0.1344	0.2297
-Excretory System	-Cell Growth and Death	0.4396	0.3815	0.4089	0.3789
-Nervous System	-Cell Growth and Death	13.14	13.97	10.48	17.11
-Sensory System	-Cell Growth and Death	0.007344	0.006959	0.006838	0.00652
-Development	-Cell Growth and Death	0.8657	1.176	0.5459	1.344
-Environmental Adaptation	-Cell Growth and Death	0.3018	0.2838	0.269	0.2723
Human Diseases	-Cell Growth and Death	57.07	58.17	41.97	66.36
-Cancers	-Cell Growth and Death	1.31	1.339	1.021	1.605
-Immune System Diseases	-Cell Growth and Death	2.579	3.357	1.552	4.841
-Neurodegenerative Diseases	-Cell Growth and Death	35.27	33.31	26.62	35.26
-Cardiovascular Diseases	-Cell Growth and Death	10.18	11.98	7.225	14.5
-Metabolic Diseases	-Cell Growth and Death	0.3726	0.4551	0.2718	0.4288
-Infectious Diseases	-Cell Growth and Death	7.733	8.518	5.536	9.833
Not Mapped	-Cell Growth and Death	136.4	138.1	103.5	168.4
-Not Mapped	-Cell Growth and Death	136.4	138.1	103.5	168.4
TOTAL	-Cell Communication	104.1	77.79	127.3	82.76
MAPPED	-Cell Communication	86.41	64.27	105.3	67.94
Genetic Information Processing	-Cell Communication	28.35	25.4	32.43	30.01
